,Time,Duration,ClientTimeoutErrors,ResponseTime
79,06/21/11:15:16:45:267334395,240.98,12000,0
80,06/21/11:15:20:46:375777361,240.98,12000,0
81,06/21/11:15:24:47:490638494,240.98,12000,0
82,06/21/11:15:28:48:599119278,240.98,12000,0
83,06/21/11:15:32:49:711438316,240.98,12000,0
84,06/21/11:15:36:50:821611316,240.98,12000,0
85,06/21/11:15:40:51:931557187,240.98,12000,0
86,06/21/11:15:44:53:047168586,240.98,12000,0
87,06/21/11:15:48:54:156132090,240.98,12000,0
88,06/21/11:15:52:55:268515997,240.98,12000,0
89,06/21/11:15:56:56:382497301,240.98,12000,0
90,06/21/11:16:00:57:497253908,240.98,12000,0
91,06/21/11:16:04:58:610882152,240.98,12000,0
92,06/21/11:16:08:59:722396531,240.98,12000,0
93,06/21/11:16:13:00:835815434,240.98,12000,0
94,06/21/11:16:17:01:950465662,240.98,12000,0
95,06/21/11:16:21:03:070516709,240.98,12000,0
96,06/21/11:16:25:04:183525165,240.98,12000,0
97,06/21/11:16:29:05:293861128,240.98,12000,0
98,06/21/11:16:33:06:408104042,240.98,12000,0
99,06/21/11:16:37:07:524613955,240.98,12000,0
100,06/21/11:16:41:08:641884109,240.98,12000,0
101,06/21/11:16:45:09:750233567,240.98,12000,0
102,06/21/11:16:49:10:869867563,240.98,12000,0
103,06/21/11:16:53:11:978582996,240.98,12000,0
104,06/21/11:16:57:13:099490364,240.98,12000,0
105,06/21/11:17:01:14:216846537,240.98,12000,0
106,06/21/11:17:05:15:333871055,240.98,12000,0
107,06/21/11:17:09:16:443039879,240.98,12000,0
108,06/21/11:17:13:17:553340032,240.98,12000,0
109,06/21/11:17:17:18:661986928,240.98,12000,0
110,06/21/11:17:21:19:769029049,240.98,12000,0
111,06/21/11:17:25:20:881970806,240.98,12000,0
112,06/21/11:17:29:21:994390064,240.98,12000,0
113,06/21/11:17:33:23:109979275,240.98,12000,0
114,06/21/11:17:37:24:218077455,240.98,12000,0
115,06/21/11:17:41:25:335713759,240.98,12000,0
116,06/21/11:17:45:26:446058611,240.98,12000,0
117,06/21/11:17:49:27:558816228,240.98,12000,0
118,06/21/11:17:53:28:673271659,240.98,12000,0
119,06/21/11:17:57:29:783199924,240.98,12000,0
120,06/21/11:18:01:30:890773290,240.98,12000,0
121,06/21/11:18:05:31:998957413,240.98,12000,0
122,06/21/11:18:09:33:119811059,240.98,12000,0
123,06/21/11:18:13:34:228684362,240.98,12000,0
124,06/21/11:18:17:35:340180207,240.98,12000,0
125,06/21/11:18:21:36:454160435,240.98,12000,0
126,06/21/11:18:25:37:564353599,240.98,12000,0
127,06/21/11:18:29:38:676746748,240.98,12000,0
128,06/21/11:18:33:39:790248317,240.98,12000,0
129,06/21/11:18:37:40:899677319,240.98,12000,0
130,06/21/11:18:41:42:011893919,240.98,12000,0
131,06/21/11:18:45:43:128898043,240.98,12000,0
132,06/21/11:18:49:44:243356441,240.98,12000,0
133,06/21/11:18:53:45:357565295,240.98,12000,0
134,06/21/11:18:57:46:467413803,240.98,12000,0
135,06/21/11:19:01:47:580091426,240.98,12000,0
136,06/21/11:19:05:48:693031503,240.98,12000,0
137,06/21/11:19:09:49:807224448,240.98,12000,0
138,06/21/11:19:13:50:920399264,240.98,12000,0
139,06/21/11:19:17:52:035242372,240.98,12000,0
140,06/21/11:19:21:53:147155394,240.98,12000,0
141,06/21/11:19:25:54:259352255,240.98,12000,0
142,06/21/11:19:29:55:371385198,240.98,12000,0
143,06/21/11:19:33:56:484586673,240.98,12000,0
144,06/21/11:19:37:57:599534493,240.98,12000,0
145,06/21/11:19:41:58:712787948,240.98,12000,0
146,06/21/11:19:45:59:824933203,240.98,12000,0
147,06/21/11:19:50:00:937287400,240.98,12000,0
148,06/21/11:19:54:02:050574182,240.98,12000,0
149,06/21/11:19:58:03:162128205,240.98,12000,0
150,06/21/11:20:02:04:273985795,240.98,12000,0
151,06/21/11:20:06:05:385808142,240.98,12000,0
152,06/21/11:20:10:06:498165896,240.98,12000,0
153,06/21/11:20:14:07:610259561,240.98,12000,0
154,06/21/11:20:18:08:722195284,240.98,12000,0
155,06/21/11:20:22:09:834159966,240.98,12000,0
156,06/21/11:20:26:10:947922555,240.98,12000,0
157,06/21/11:20:30:12:063128446,240.98,12000,0
158,06/21/11:20:34:13:175279670,240.98,12000,0
159,06/21/11:20:38:14:287891026,240.98,12000,0
160,06/21/11:20:42:15:402359642,240.98,12000,0
161,06/21/11:20:46:16:513595978,240.98,12000,0
162,06/21/11:20:50:17:626894569,240.98,12000,0
163,06/21/11:20:54:18:738782126,240.98,12000,0
164,06/21/11:20:58:19:853098995,240.98,12000,0
165,06/21/11:21:02:20:964585129,240.98,12000,0
166,06/21/11:21:06:22:079478868,240.98,12000,0
167,06/21/11:21:10:23:192096152,240.98,12000,0
168,06/21/11:21:14:24:305306232,240.98,12000,0
169,06/21/11:21:18:25:416896742,240.98,12000,0
170,06/21/11:21:22:26:531037482,240.98,12000,0
171,06/21/11:21:26:27:644530985,240.98,12000,0
172,06/21/11:21:30:28:753062574,240.98,12000,0
173,06/21/11:21:34:29:865180747,240.98,12000,0
174,06/21/11:21:38:30:978799095,240.98,12000,0
175,06/21/11:21:42:32:094904282,240.98,12000,0
176,06/21/11:21:46:33:207956257,240.98,12000,0
177,06/21/11:21:50:34:322118511,240.98,12000,0
178,06/21/11:21:54:35:435636387,240.98,12000,0
179,06/21/11:21:58:36:547831331,240.98,12000,0
180,06/21/11:22:02:37:657382519,240.98,12000,0
181,06/21/11:22:06:38:772468814,240.98,12000,0
182,06/21/11:22:10:39:884783456,240.98,12000,0
183,06/21/11:22:14:41:000142797,240.98,12000,0
184,06/21/11:22:18:42:115563643,240.98,12000,0
185,06/21/11:22:22:43:229507241,240.98,12000,0
186,06/21/11:22:26:44:341973784,240.98,12000,0
187,06/21/11:22:30:45:456267729,240.98,12000,0
188,06/21/11:22:34:46:570875907,240.98,12000,0
189,06/21/11:22:38:47:684422939,240.98,12000,0
190,06/21/11:22:42:48:795972604,240.98,12000,0
191,06/21/11:22:46:49:911344361,240.98,12000,0
192,06/21/11:22:50:51:026892366,240.98,12000,0
193,06/21/11:22:54:52:140819343,240.98,12000,0
194,06/21/11:22:58:53:254659257,240.98,12000,0
195,06/21/11:23:02:54:367539243,240.98,12000,0
196,06/21/11:23:06:55:477733393,240.98,12000,0
197,06/21/11:23:10:56:589647732,240.98,12000,0
198,06/21/11:23:14:57:699258942,240.98,12000,0
199,06/21/11:23:18:58:807725860,240.98,12000,0
200,06/21/11:23:22:59:916630653,240.98,12000,0
201,06/21/11:23:27:01:030763867,240.98,12000,0
202,06/21/11:23:31:02:141741413,240.98,12000,0
203,06/21/11:23:35:03:253812689,240.98,12000,0
204,06/21/11:23:39:04:367509759,240.98,12000,0
205,06/21/11:23:43:05:477125382,240.98,12000,0
206,06/21/11:23:47:06:587218812,240.98,12000,0
207,06/21/11:23:51:07:696555813,240.98,12000,0
208,06/21/11:23:55:08:809718881,240.98,12000,0
209,06/21/11:23:59:09:918889310,240.98,12000,0
210,06/22/11:00:03:11:030874934,240.98,12000,0
211,06/22/11:00:07:12:144689794,240.98,12000,0
212,06/22/11:00:11:13:257212006,240.98,12000,0
213,06/22/11:00:15:14:368420942,240.98,12000,0
214,06/22/11:00:19:15:480330634,240.98,12000,0
215,06/22/11:00:23:16:593911820,240.98,12000,0
216,06/22/11:00:27:17:707933269,240.98,12000,0
217,06/22/11:00:31:18:817918536,240.98,12000,0
218,06/22/11:00:35:19:928151503,240.98,12000,0
219,06/22/11:00:39:21:041676434,240.98,12000,0
220,06/22/11:00:43:22:150859653,240.98,12000,0
221,06/22/11:00:47:23:257525661,240.98,12000,0
222,06/22/11:00:51:24:363831719,240.98,12000,0
223,06/22/11:00:55:25:471108043,240.98,12000,0
224,06/22/11:00:59:26:583121957,240.98,12000,0
225,06/22/11:01:03:27:695126831,240.98,12000,0
226,06/22/11:01:07:28:804039269,240.98,12000,0
227,06/22/11:01:11:29:916687553,240.98,12000,0
228,06/22/11:01:15:31:028384635,240.98,12000,0
229,06/22/11:01:19:32:140432395,240.98,12000,0
230,06/22/11:01:23:33:248684666,240.98,12000,0
231,06/22/11:01:27:34:361035089,240.98,12000,0
232,06/22/11:01:31:35:467547704,240.98,12000,0
233,06/22/11:01:35:36:575138854,240.98,12000,0
234,06/22/11:01:39:37:685989040,240.98,12000,0
235,06/22/11:01:43:38:793669029,240.98,12000,0
236,06/22/11:01:47:39:900476388,240.98,12000,0
237,06/22/11:01:51:41:012379428,240.98,12000,0
238,06/22/11:01:55:42:119840396,240.98,12000,0
239,06/22/11:01:59:43:227763965,240.98,12000,0
240,06/22/11:02:03:44:340336018,240.98,12000,0
241,06/22/11:02:07:45:451818651,240.98,12000,0
242,06/22/11:02:11:46:561864154,240.98,12000,0
243,06/22/11:02:15:47:669420237,240.98,12000,0
244,06/22/11:02:19:48:780572581,240.98,12000,0
245,06/22/11:02:23:49:892409535,240.98,12000,0
246,06/22/11:02:27:51:005727582,240.98,12000,0
247,06/22/11:02:31:52:115832986,240.98,12000,0
248,06/22/11:02:35:53:228935697,240.98,12000,0
249,06/22/11:02:39:54:336709753,240.98,12000,0
250,06/22/11:02:43:55:448615517,240.98,12000,0
251,06/22/11:02:47:56:555959076,240.98,12000,0
252,06/22/11:02:51:57:668825591,240.98,12000,0
253,06/22/11:02:55:58:777712779,240.98,12000,0
254,06/22/11:02:59:59:886244649,240.98,12000,0
255,06/22/11:03:04:00:994768631,240.98,12000,0
256,06/22/11:03:08:02:102721062,240.98,12000,0
257,06/22/11:03:12:03:215729144,240.98,12000,0
258,06/22/11:03:16:04:327466837,240.98,12000,0
259,06/22/11:03:20:05:440106573,240.98,12000,0
260,06/22/11:03:24:06:551017711,240.98,12000,0
261,06/22/11:03:28:07:662036975,240.98,12000,0
262,06/22/11:03:32:08:772085792,240.98,12000,0
263,06/22/11:03:36:09:885872201,240.98,12000,0
264,06/22/11:03:40:11:000238795,240.981,12000,0
265,06/22/11:03:44:12:110602679,240.98,12000,0
266,06/22/11:03:48:13:222649077,240.98,12000,0
267,06/22/11:03:52:14:334996187,240.98,12000,0
268,06/22/11:03:56:15:447334031,240.98,12000,0
269,06/22/11:04:00:16:555318717,240.98,12000,0
270,06/22/11:04:04:17:664539778,240.98,12000,0
271,06/22/11:04:08:18:776852597,240.98,12000,0
272,06/22/11:04:12:19:888406014,240.98,12000,0
273,06/22/11:04:16:20:995422249,240.98,12000,0
274,06/22/11:04:20:22:105194415,240.98,12000,0
275,06/22/11:04:24:23:216459384,240.98,12000,0
276,06/22/11:04:28:24:322811834,240.98,12000,0
277,06/22/11:04:32:25:434887070,240.98,12000,0
278,06/22/11:04:36:26:548693020,240.98,12000,0
279,06/22/11:04:40:27:661022439,240.98,12000,0
280,06/22/11:04:44:28:770259251,240.98,12000,0
281,06/22/11:04:48:29:882192207,240.98,12000,0
282,06/22/11:04:52:30:994616734,240.98,12000,0
283,06/22/11:04:56:32:110874579,240.98,12000,0
284,06/22/11:05:00:33:223408821,240.98,12000,0
285,06/22/11:05:04:34:335905228,240.98,12000,0
286,06/22/11:05:08:35:448468816,240.98,12000,0
287,06/22/11:05:12:36:560523309,240.98,12000,0
288,06/22/11:05:16:37:673504968,240.98,12000,0
289,06/22/11:05:20:38:783307083,240.98,12000,0
290,06/22/11:05:24:39:891338813,240.98,12000,0
291,06/22/11:05:28:41:003935148,240.98,12000,0
292,06/22/11:05:32:42:116309854,240.98,12000,0
293,06/22/11:05:36:43:226248274,240.98,12000,0
294,06/22/11:05:40:44:340546710,240.98,12000,0
295,06/22/11:05:44:45:453231674,240.98,12000,0
296,06/22/11:05:48:46:561273780,240.98,12000,0
297,06/22/11:05:52:47:671483064,240.98,12000,0
298,06/22/11:05:56:48:782434613,240.98,12000,0
299,06/22/11:06:00:49:893400475,240.98,12000,0
300,06/22/11:06:04:51:004759301,240.98,12000,0
301,06/22/11:06:08:52:117433616,240.98,12000,0
302,06/22/11:06:12:53:223386014,240.98,12000,0
303,06/22/11:06:16:54:334956038,240.98,12000,0
304,06/22/11:06:20:55:445407946,240.98,12000,0
305,06/22/11:06:24:56:552407344,240.98,12000,0
306,06/22/11:06:28:57:663446352,240.98,12000,0
307,06/22/11:06:32:58:770840754,240.98,12000,0
308,06/22/11:06:36:59:883942405,240.98,12000,0
309,06/22/11:06:41:00:997218915,240.98,12000,0
310,06/22/11:06:45:02:107328145,240.98,12000,0
311,06/22/11:06:49:03:221659016,240.98,12000,0
312,06/22/11:06:53:04:335035034,240.98,12000,0
313,06/22/11:06:57:05:445550456,240.98,12000,0
314,06/22/11:07:01:06:559260635,240.98,12000,0
315,06/22/11:07:05:07:672660638,240.98,12000,0
316,06/22/11:07:09:08:783749201,240.98,12000,0
317,06/22/11:07:13:09:898440763,240.98,12000,0
318,06/22/11:07:17:11:013411375,240.98,12000,0
319,06/22/11:07:21:12:124654286,240.98,12000,0
320,06/22/11:07:25:13:236360543,240.98,12000,0
321,06/22/11:07:29:14:346406608,240.98,12000,0
322,06/22/11:07:33:15:454638026,240.98,12000,0
323,06/22/11:07:37:16:567970372,240.98,12000,0
324,06/22/11:07:41:17:680261823,240.98,12000,0
325,06/22/11:07:45:18:787269413,240.98,12000,0
326,06/22/11:07:49:19:898865824,240.98,12000,0
327,06/22/11:07:53:21:016794559,240.98,12000,0
328,06/22/11:07:57:22:132931838,240.98,12000,0
329,06/22/11:08:01:23:242118406,240.98,12000,0
330,06/22/11:08:05:24:355221631,240.98,12000,0
331,06/22/11:08:09:25:469401791,240.98,12000,0
332,06/22/11:08:13:26:584865366,240.98,12000,0
333,06/22/11:08:17:27:699450343,240.98,12000,0
334,06/22/11:08:21:28:812395868,240.98,12000,0
335,06/22/11:08:25:29:924356192,240.98,12000,0
336,06/22/11:08:29:31:034422889,240.98,12000,0
337,06/22/11:08:33:32:145208921,240.98,12000,0
338,06/22/11:08:37:33:254749996,240.98,12000,0
