,Time,Duration,ClientTimeoutErrors,ResponseTime
126,06/19/11:18:18:03:797866740,240.98,12000,0
127,06/19/11:18:22:04:911471467,240.98,12000,0
128,06/19/11:18:26:06:026989994,240.98,12000,0
129,06/19/11:18:30:07:139324590,240.98,12000,0
130,06/19/11:18:34:08:244968731,240.98,12000,0
131,06/19/11:18:38:09:353567568,240.98,12000,0
132,06/19/11:18:42:10:469347082,240.98,12000,0
133,06/19/11:18:46:11:580419155,240.98,12000,0
134,06/19/11:18:50:12:686282397,240.98,12000,0
135,06/19/11:18:54:13:797601943,240.98,12000,0
136,06/19/11:18:58:14:908971302,240.98,12000,0
137,06/19/11:19:02:16:021008141,240.98,12000,0
138,06/19/11:19:06:17:133021915,240.98,12000,0
139,06/19/11:19:10:18:244507049,240.98,12000,0
140,06/19/11:19:14:19:351000431,240.98,12000,0
141,06/19/11:19:18:20:461617330,240.98,12000,0
142,06/19/11:19:22:21:571006356,240.98,12000,0
143,06/19/11:19:26:22:680666178,240.98,12000,0
144,06/19/11:19:30:23:787006975,240.98,12000,0
145,06/19/11:19:34:24:899411731,240.98,12000,0
146,06/19/11:19:38:26:010712354,240.98,12000,0
147,06/19/11:19:42:27:126977845,240.98,12000,0
148,06/19/11:19:46:28:242487049,240.98,12000,0
149,06/19/11:19:50:29:358571984,240.98,12000,0
150,06/19/11:19:54:30:469007801,240.98,12000,0
151,06/19/11:19:58:31:584735300,240.98,12000,0
152,06/19/11:20:02:32:695149714,240.98,12000,0
153,06/19/11:20:06:33:805987937,240.98,12000,0
154,06/19/11:20:10:34:916413681,240.98,12000,0
155,06/19/11:20:14:36:031615305,240.98,12000,0
156,06/19/11:20:18:37:140213999,240.98,12000,0
157,06/19/11:20:22:38:248020527,240.98,12000,0
158,06/19/11:20:26:39:354635132,240.98,12000,0
159,06/19/11:20:30:40:470511984,240.98,12000,0
160,06/19/11:20:34:41:579537721,240.98,12000,0
161,06/19/11:20:38:42:690531744,240.98,12000,0
162,06/19/11:20:42:43:802000773,240.98,12000,0
163,06/19/11:20:46:44:913160591,240.98,12000,0
164,06/19/11:20:50:46:026814645,240.98,12000,0
165,06/19/11:20:54:47:137481078,240.98,12000,0
166,06/19/11:20:58:48:247645797,240.98,12000,0
167,06/19/11:21:02:49:359348761,240.98,12000,0
168,06/19/11:21:06:50:470424056,240.98,12000,0
169,06/19/11:21:10:51:580489740,240.98,12000,0
170,06/19/11:21:14:52:686279335,240.98,12000,0
171,06/19/11:21:18:53:792441463,240.98,12000,0
172,06/19/11:21:22:54:904514862,240.98,12000,0
173,06/19/11:21:26:56:016272096,240.98,12000,0
174,06/19/11:21:30:57:123329335,240.98,12000,0
175,06/19/11:21:34:58:234072570,240.98,12000,0
176,06/19/11:21:38:59:344528458,240.98,12000,0
177,06/19/11:21:43:00:455055334,240.98,12000,0
178,06/19/11:21:47:01:562217701,240.98,12000,0
179,06/19/11:21:51:02:671851168,240.98,12000,0
180,06/19/11:21:55:03:777723199,240.98,12000,0
181,06/19/11:21:59:04:884078697,240.98,12000,0
182,06/19/11:22:03:05:994796126,240.98,12000,0
183,06/19/11:22:07:07:107762302,240.98,12000,0
184,06/19/11:22:11:08:223541496,240.98,12000,0
185,06/19/11:22:15:09:332554517,240.98,12000,0
186,06/19/11:22:19:10:448283814,240.98,12000,0
187,06/19/11:22:23:11:563147043,240.98,12000,0
188,06/19/11:22:27:12:678773692,240.98,12000,0
189,06/19/11:22:31:13:794563850,240.98,12000,0
190,06/19/11:22:35:14:909515623,240.98,12000,0
191,06/19/11:22:39:16:024000671,240.98,12000,0
192,06/19/11:22:43:17:130709263,240.98,12000,0
193,06/19/11:22:47:18:240939139,240.98,12000,0
194,06/19/11:22:51:19:351485956,240.98,12000,0
195,06/19/11:22:55:20:462565640,240.98,12000,0
196,06/19/11:22:59:21:573793087,240.98,12000,0
197,06/19/11:23:03:22:678901165,240.98,12000,0
198,06/19/11:23:07:23:789366244,240.98,12000,0
199,06/19/11:23:11:24:900754276,240.98,12000,0
200,06/19/11:23:15:26:008454556,240.98,12000,0
201,06/19/11:23:19:27:119375832,240.98,12000,0
202,06/19/11:23:23:28:228951868,240.98,12000,0
203,06/19/11:23:27:29:337594053,240.98,12000,0
204,06/19/11:23:31:30:448600645,240.98,12000,0
205,06/19/11:23:35:31:559839582,240.98,12000,0
206,06/19/11:23:39:32:665776721,240.98,12000,0
207,06/19/11:23:43:33:772294961,240.98,12000,0
208,06/19/11:23:47:34:879691603,240.98,12000,0
209,06/19/11:23:51:35:985861254,240.98,12000,0
210,06/19/11:23:55:37:091813307,240.98,12000,0
211,06/19/11:23:59:38:198658123,240.98,12000,0
212,06/20/11:00:03:39:309196471,240.98,12000,0
213,06/20/11:00:07:40:417964851,240.98,12000,0
214,06/20/11:00:11:41:528733555,240.98,12000,0
215,06/20/11:00:15:42:634514788,240.98,12000,0
216,06/20/11:00:19:43:741877408,240.98,12000,0
217,06/20/11:00:23:44:851500765,240.98,12000,0
218,06/20/11:00:27:45:961891783,240.98,12000,0
219,06/20/11:00:31:47:070232581,240.98,12000,0
220,06/20/11:00:35:48:182259822,240.98,12000,0
221,06/20/11:00:39:49:292051606,240.98,12000,0
222,06/20/11:00:43:50:398627808,240.98,12000,0
223,06/20/11:00:47:51:510844753,240.98,12000,0
224,06/20/11:00:51:52:620443132,240.98,12000,0
225,06/20/11:00:55:53:731516477,240.98,12000,0
226,06/20/11:00:59:54:837966262,240.98,12000,0
227,06/20/11:01:03:55:947600710,240.98,12000,0
228,06/20/11:01:07:57:053813729,240.98,12000,0
229,06/20/11:01:11:58:160046969,240.98,12000,0
230,06/20/11:01:15:59:266272686,240.98,12000,0
231,06/20/11:01:20:00:376341105,240.98,12000,0
232,06/20/11:01:24:01:487721555,240.98,12000,0
233,06/20/11:01:28:02:598193367,240.98,12000,0
234,06/20/11:01:32:03:708915175,240.98,12000,0
235,06/20/11:01:36:04:819059550,240.98,12000,0
236,06/20/11:01:40:05:925605459,240.98,12000,0
237,06/20/11:01:44:07:037990141,240.98,12000,0
238,06/20/11:01:48:08:148729751,240.98,12000,0
239,06/20/11:01:52:09:260741511,240.98,12000,0
240,06/20/11:01:56:10:366894733,240.98,12000,0
241,06/20/11:02:00:11:479337621,240.98,12000,0
242,06/20/11:02:04:12:589152032,240.98,12000,0
243,06/20/11:02:08:13:699283661,240.98,12000,0
244,06/20/11:02:12:14:807060143,240.981,12000,0
245,06/20/11:02:16:15:915689575,240.98,12000,0
246,06/20/11:02:20:17:025739033,240.98,12000,0
247,06/20/11:02:24:18:132823527,240.98,12000,0
248,06/20/11:02:28:19:243856605,240.98,12000,0
249,06/20/11:02:32:20:355090661,240.98,12000,0
250,06/20/11:02:36:21:467640047,240.98,12000,0
251,06/20/11:02:40:22:580112696,240.98,12000,0
252,06/20/11:02:44:23:691224243,240.98,12000,0
253,06/20/11:02:48:24:800857609,240.98,12000,0
254,06/20/11:02:52:25:910984332,240.98,12000,0
255,06/20/11:02:56:27:024625905,240.98,12000,0
256,06/20/11:03:00:28:136176361,240.98,12000,0
257,06/20/11:03:04:29:242749967,240.98,12000,0
258,06/20/11:03:08:30:353560745,240.98,12000,0
259,06/20/11:03:12:31:463961557,240.98,12000,0
260,06/20/11:03:16:32:574731847,240.98,12000,0
261,06/20/11:03:20:33:685548184,240.98,12000,0
262,06/20/11:03:24:34:796390700,240.98,12000,0
263,06/20/11:03:28:35:907129587,240.98,12000,0
264,06/20/11:03:32:37:017673984,240.98,12000,0
265,06/20/11:03:36:38:128825450,240.98,12000,0
266,06/20/11:03:40:39:239235494,240.98,12000,0
267,06/20/11:03:44:40:346021412,240.98,12000,0
268,06/20/11:03:48:41:456740557,240.98,12000,0
269,06/20/11:03:52:42:567657138,240.98,12000,0
270,06/20/11:03:56:43:675066773,240.98,12000,0
271,06/20/11:04:00:44:784926244,240.98,12000,0
272,06/20/11:04:04:45:894480196,240.98,12000,0
273,06/20/11:04:08:47:007330115,240.98,12000,0
274,06/20/11:04:12:48:113471132,240.98,12000,0
275,06/20/11:04:16:49:223085078,240.98,12000,0
276,06/20/11:04:20:50:329237464,240.98,12000,0
277,06/20/11:04:24:51:439774641,240.98,12000,0
278,06/20/11:04:28:52:551015198,240.98,12000,0
279,06/20/11:04:32:53:661329302,240.98,12000,0
280,06/20/11:04:36:54:771338463,240.98,12000,0
281,06/20/11:04:40:55:878038809,240.98,12000,0
282,06/20/11:04:44:56:989038158,240.98,12000,0
283,06/20/11:04:48:58:101211618,240.98,12000,0
284,06/20/11:04:52:59:212105137,240.98,12000,0
285,06/20/11:04:57:00:318570704,240.98,12000,0
286,06/20/11:05:01:01:424970720,240.98,12000,0
287,06/20/11:05:05:02:534747760,240.98,12000,0
288,06/20/11:05:09:03:644973356,240.98,12000,0
289,06/20/11:05:13:04:753680300,240.98,12000,0
290,06/20/11:05:17:05:864072950,240.98,12000,0
291,06/20/11:05:21:06:975240073,240.98,12000,0
292,06/20/11:05:25:08:083606648,240.98,12000,0
293,06/20/11:05:29:09:195259807,240.98,12000,0
294,06/20/11:05:33:10:306270133,240.98,12000,0
295,06/20/11:05:37:11:415987289,240.98,12000,0
296,06/20/11:05:41:12:524407622,240.98,12000,0
297,06/20/11:05:45:13:635594633,240.98,12000,0
298,06/20/11:05:49:14:745293951,240.98,12000,0
299,06/20/11:05:53:15:855968439,240.98,12000,0
300,06/20/11:05:57:16:962469679,240.98,12000,0
301,06/20/11:06:01:18:074052320,240.98,12000,0
302,06/20/11:06:05:19:184508985,240.98,12000,0
303,06/20/11:06:09:20:296860445,240.98,12000,0
304,06/20/11:06:13:21:406492140,240.98,12000,0
305,06/20/11:06:17:22:513275442,240.98,12000,0
306,06/20/11:06:21:23:623140042,240.98,12000,0
307,06/20/11:06:25:24:730242213,240.98,12000,0
308,06/20/11:06:29:25:839705281,240.98,12000,0
309,06/20/11:06:33:26:949463932,240.98,12000,0
310,06/20/11:06:37:28:063994962,240.98,12000,0
311,06/20/11:06:41:29:174461910,240.981,12000,0
312,06/20/11:06:45:30:285922928,240.98,12000,0
313,06/20/11:06:49:31:391799948,240.98,12000,0
314,06/20/11:06:53:32:497481210,240.98,12000,0
315,06/20/11:06:57:33:605818219,240.98,12000,0
316,06/20/11:07:01:34:711789703,240.98,12000,0
317,06/20/11:07:05:35:818430377,240.98,12000,0
318,06/20/11:07:09:36:928861283,240.98,12000,0
319,06/20/11:07:13:38:041021635,240.98,12000,0
320,06/20/11:07:17:39:150776063,240.98,12000,0
321,06/20/11:07:21:40:266160385,240.98,12000,0
322,06/20/11:07:25:41:376715189,240.98,12000,0
323,06/20/11:07:29:42:483697922,240.98,12000,0
324,06/20/11:07:33:43:594550763,240.98,12000,0
325,06/20/11:07:37:44:704946281,240.98,12000,0
326,06/20/11:07:41:45:814580048,240.98,12000,0
327,06/20/11:07:45:46:920796752,240.98,12000,0
328,06/20/11:07:49:48:035302664,240.98,12000,0
329,06/20/11:07:53:49:142177437,240.98,12000,0
330,06/20/11:07:57:50:255600635,240.98,12000,0
331,06/20/11:08:01:51:367901850,240.98,12000,0
332,06/20/11:08:05:52:477936127,240.98,12000,0
333,06/20/11:08:09:53:591880427,240.98,12000,0
334,06/20/11:08:13:54:704611484,240.98,12000,0
335,06/20/11:08:17:55:817271792,240.98,12000,0
336,06/20/11:08:21:56:927862164,240.98,12000,0
337,06/20/11:08:25:58:038020776,240.98,12000,0
338,06/20/11:08:29:59:145983292,240.98,12000,0
339,06/20/11:08:34:00:253310143,240.98,12000,0
